,X,text,results
180,,prepare and maintain a variety of records paper and electronic files translate office documentation interpret business correspondence maintain daily correspondence post mail and email handle telephone calls for direct supervisors and backup telephone support for the rest of the staff operate office machines and equipment including printer fax and copy machines operate a computer to enter and retrieve data maintain records and generate documents utilize word processing spreadsheet and other software required by position organize business trips handle travel requests documentation and expense reports cooperate with sales department perform other related duties as required by the position,"[{'skill_id': 'KS1218J6453Q7KWQ1V5K', 'doc_node_value': 'business correspondence', 'score': 1, 'doc_node_id': [15, 16]}, {'skill_id': 'ES92BBFCE941D849C9A4', 'doc_node_value': 'expense report', 'score': 1, 'doc_node_id': [82, 83]}]"
181,,prepare and maintain a variety of records paper and electronic files translate office documentation interpret business correspondence maintain daily correspondence post mail and email handle telephone calls for direct supervisors and backup telephone support for the rest of the staff operate office machines and equipment including printer fax and copy machines operate a computer to enter and retrieve data maintain records and generate documents utilize word processing spreadsheet and other software required by position organize business trips handle travel requests documentation and expense reports cooperate with sales department perform other related duties as required by the position,"[{'skill_id': 'KS123FS6SM7YBY0BS2T7', 'doc_node_id': [9], 'doc_node_value': 'electronic', 'type': 'lowSurf', 'score': 0.63031005859375, 'len': 1}, {'skill_id': 'KS441HT671WH1P3LZFBC', 'doc_node_id': [11], 'doc_node_value': 'translate', 'type': 'lowSurf', 'score': 0.6511049270629883, 'len': 1}, {'skill_id': 'KS127D361PF0FTXDZ7C4', 'doc_node_id': [40], 'doc_node_value': 'operate', 'type': 'lowSurf', 'score': 0.5828902125358582, 'len': 1}, {'skill_id': 'ESE7CA30002FF7223764', 'doc_node_id': [50, 51], 'doc_node_value': 'machines operate', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS122PY6ZRDL0TD5GSH4', 'doc_node_id': [57, 58], 'doc_node_value': 'retrieve data', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KSF5VGAEG0U5RBA8R4V7', 'doc_node_id': [62, 63], 'doc_node_value': 'generate documents', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS4424P6GM1C9J88GBMH', 'doc_node_id': [65, 66], 'doc_node_value': 'word processing', 'type': 'oneToken', 'score': 0.6333333333333333, 'len': 2}, {'skill_id': 'KS121JN70DB9VHC8T9GN', 'doc_node_id': [67], 'doc_node_value': 'spreadsheet', 'type': 'lowSurf', 'score': 0.833714485168457, 'len': 1}, {'skill_id': 'KS122D66ZXYMB2T0HT81', 'doc_node_id': [84], 'doc_node_value': 'cooperate', 'type': 'lowSurf', 'score': 0.647922933101654, 'len': 1}, {'skill_id': 'KS123X777H5WFNXQ6BPM', 'doc_node_id': [86], 'doc_node_value': 'sales', 'type': 'fullUni', 'score': 1, 'len': 1}]"
182,,develop web and desktop applications in accordance with given technical and functional specifications assure full conformance of source codes to provided coding standards read understand and modify the existing code work as a part of a software development team communicate with clients management and team members effectively,"[{'skill_id': 'KS124586HG4VGCKJ5XCJ', 'doc_node_value': 'functional specification', 'score': 1, 'doc_node_id': [11, 12]}, {'skill_id': 'KSY2NK8QWXLZM2G6COT6', 'doc_node_value': 'source code', 'score': 1, 'doc_node_id': [17, 18]}, {'skill_id': 'KS120L96KMYTDJ48NRSH', 'doc_node_value': 'software development', 'score': 1, 'doc_node_id': [36, 37]}]"
183,,develop web and desktop applications in accordance with given technical and functional specifications assure full conformance of source codes to provided coding standards read understand and modify the existing code work as a part of a software development team communicate with clients management and team members effectively,"[{'skill_id': 'KS122Z36QK3N5097B5JH', 'doc_node_id': [0, 1], 'doc_node_value': 'develop web', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS440BJ6KNCLNVY4Q946', 'doc_node_id': [23], 'doc_node_value': 'read', 'type': 'lowSurf', 'score': 1, 'len': 1}, {'skill_id': 'KS122556LMQ829GZCCRV', 'doc_node_id': [39], 'doc_node_value': 'communicate', 'type': 'lowSurf', 'score': 0.6034268140792847, 'len': 1}, {'skill_id': 'KS1218W78FGVPVP2KXPX', 'doc_node_id': [42], 'doc_node_value': 'management', 'type': 'lowSurf', 'score': 1.0, 'len': 1}]"
184,,research design and implement efficient algorithmic applications for physical verification of complex ics,"[{'skill_id': 'KS4400Y6PJTH89T22DYR', 'doc_node_value': 'research design', 'score': 1, 'doc_node_id': [0, 1]}]"
185,,research design and implement efficient algorithmic applications for physical verification of complex ics,"[{'skill_id': 'KS120D96FHL88PZDKZKH', 'doc_node_id': [5], 'doc_node_value': 'algorithmic', 'type': 'lowSurf', 'score': 0.6774207353591919, 'len': 1}]"
186,,access and develop educational materials develop materials for publication of the posters and leaflets conduct training of trainers tot for teachers school preschool nurses as well as active parents and members of cluster communities plan and schedule the trainings work as an active member of the coaf community development program implementation team work closely with local educational and health staff perform other tasks related to health education program implementation,"[{'skill_id': 'ESECEBB5415A8085CB4F', 'doc_node_value': 'educational material', 'score': 1, 'doc_node_id': [3, 4]}, {'skill_id': 'KS1225K67C74NWDXNJSL', 'doc_node_value': 'community development', 'score': 1, 'doc_node_id': [47, 48]}, {'skill_id': 'KS124MT6ZDZLF0M8JM6X', 'doc_node_value': 'health education', 'score': 1, 'doc_node_id': [65, 66]}]"
187,,access and develop educational materials develop materials for publication of the posters and leaflets conduct training of trainers tot for teachers school preschool nurses as well as active parents and members of cluster communities plan and schedule the trainings work as an active member of the coaf community development program implementation team work closely with local educational and health staff perform other tasks related to health education program implementation,"[{'skill_id': 'KS12752715S2P1XNBR43', 'doc_node_id': [23], 'doc_node_value': 'nurses', 'type': 'lowSurf', 'score': 0.7256622314453125, 'len': 1}, {'skill_id': 'KS12258757JQRQK8X5M9', 'doc_node_id': [33, 34], 'doc_node_value': 'communities plan', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS680KR72KH02C5GM5TY', 'doc_node_id': [36], 'doc_node_value': 'schedule', 'type': 'lowSurf', 'score': 0.7029056549072266, 'len': 1}]"
188,,answer telephone calls send and receive emails faxes etc do translations between english russian and armenian languages,"[{'skill_id': 'ESD9586DAE537548103C', 'doc_node_value': 'armenian language', 'score': 1, 'doc_node_id': [15, 16]}]"
189,,answer telephone calls send and receive emails faxes etc do translations between english russian and armenian languages,"[{'skill_id': 'KSY51MRA3HO395WNLW94', 'doc_node_id': [0, 1], 'doc_node_value': 'answer telephone', 'type': 'oneToken', 'score': 0.6333333333333333, 'len': 2}, {'skill_id': 'KS441HT671WH1P3LZFBC', 'doc_node_id': [10], 'doc_node_value': 'translations', 'type': 'lowSurf', 'score': 1.0, 'len': 1}, {'skill_id': 'KS123K75YYK8VGH90NCS', 'doc_node_id': [12], 'doc_node_value': 'english', 'type': 'lowSurf', 'score': 1, 'len': 1}, {'skill_id': 'ES6FA055263AB5A79CF7', 'doc_node_id': [13], 'doc_node_value': 'russian', 'type': 'lowSurf', 'score': 1, 'len': 1}]"
190,,draw up formulations and advise for the companys cost accounting register analyze and plan revenues and expenses as per cost centres and services prepare and make presentation of analytical reports and statements advise on rebalancing of tariffs,"[{'skill_id': 'ESB6859F09DF2E149CC9', 'doc_node_value': 'cost accounting', 'score': 1, 'doc_node_id': [8, 9]}]"
191,,draw up formulations and advise for the companys cost accounting register analyze and plan revenues and expenses as per cost centres and services prepare and make presentation of analytical reports and statements advise on rebalancing of tariffs,"[{'skill_id': 'KS123586FGV3X7F7BJR7', 'doc_node_id': [0], 'doc_node_value': 'draw', 'type': 'lowSurf', 'score': 0.7096666693687439, 'len': 1}, {'skill_id': 'KS7G7LT731301PM8PGN8', 'doc_node_id': [4], 'doc_node_value': 'advise', 'type': 'lowSurf', 'score': 0.6926743388175964, 'len': 1}, {'skill_id': 'ESEB1D4619E6E83A061D', 'doc_node_id': [13], 'doc_node_value': 'plan', 'type': 'lowSurf', 'score': 0.7436007261276245, 'len': 1}, {'skill_id': 'KS1280B68GD79P4WMVYW', 'doc_node_id': [26], 'doc_node_value': 'presentation', 'type': 'lowSurf', 'score': 0.8267182111740112, 'len': 1}, {'skill_id': 'KS120GV5ZXR64CJLL1J4', 'doc_node_id': [28], 'doc_node_value': 'analytical', 'type': 'lowSurf', 'score': 0.5110771656036377, 'len': 1}, {'skill_id': 'KS7G7LT731301PM8PGN8', 'doc_node_id': [32], 'doc_node_value': 'advise', 'type': 'lowSurf', 'score': 0.6926743388175964, 'len': 1}, {'skill_id': 'KS44175614LXCVMRTHP8', 'doc_node_id': [36], 'doc_node_value': 'tariffs', 'type': 'lowSurf', 'score': 0.8786775469779968, 'len': 1}]"
192,,participate in object oriented analysis design write software based on specifications design test software,[]
193,,participate in object oriented analysis design write software based on specifications design test software,"[{'skill_id': 'KS1278R6PH24T8S2PQW6', 'doc_node_id': [2, 3, 5], 'doc_node_value': 'object oriented design', 'type': 'oneToken', 'score': 0.9, 'len': 3}, {'skill_id': 'KS4425C7820LCHZS7VGX', 'doc_node_id': [6], 'doc_node_value': 'write', 'type': 'lowSurf', 'score': 0.7934276461601257, 'len': 1}, {'skill_id': 'KS440QS63VP02QCNJ3G8', 'doc_node_id': [11, 13], 'doc_node_value': 'design software', 'type': 'oneToken', 'score': 0.6333333333333333, 'len': 2}]"
194,,under the overall guidance and supervision of the international chief technical advisor and undp programme officer the national project coordinator will be responsible for performing the following duties summary of key functions ensure overall coordination of the mbbg project with the national counterparts and relevant international organizations ensuring effective communication and synergy among implementing partners ensure that the undp focal points of the mbbg component are kept fully up to date on project developments i e progress achieved challenges encountered and responses thereof ensure daytoday implementation of the mbbg project manage the project contracts outsourced to third parties to ensure timely and due quality of delivery prepare project work plan and budgets for approval by undp and the donor perform financial certification function and provide oversight over the project transactions approve requisitions confirm receipt of goods and services procured authorize payments from the project funds monitor financial status of the project provide support in identification and procurement of services and equipment develop terms of reference for identification of engineering and construction companies coordinate the preparation of technical documentation as per procurement work plan act as project asset custodian design and execute a monitoring and evaluation plan aligned to the monitoring and evaluation framework ensuring the timely implementation of activities including the organization of reporting meetings and full compliance with project reporting requirements ensure timely preparation of regular financial and narrative reports monthly quarterly and annual to be submitted to undp donors national counterparts and all parties concerned within the frame of the project in cooperation with the undp programme officer ensure project budget planning analyses monitoring of budget disbursements manage financial input delivery and planned outputs as per project document and ensure timely submission of financial reports full compliance with unp financial reporting system undp rules and regulations manage project staff effectively in conformity with undp policies and procedures draft terms of reference for project staff participate in recruitment process and staff evaluation upon request provide recommendations for specific needs and other personnel capacity building initiatives perform knowledge building and sharing activities identify opportunities to enhance team work within the project and liaises with other undp projects to capitalize on the specific advantages of multidisciplinary support corporate competencies serve and promote the vision mission values and strategic goals of undp plan prioritize and deliver tasks on time participate effectively in a teambased informationsharing environment collaborating and cooperating with others respond flexibly and positively to change through active involvement promote a learning environment facilitate the development of individual and team competencies plan and produce quality results to meet established goals generate innovative and practical solutions to challenging situations responsible for partnering and networking seek and apply knowledge information and best practices from within and outside undp functional competences conceptualize and analyze problems to identify key issues underlying problems and their relation to the project contribute creative and practical ideas and approaches to deal with challenging situation strive for quality clientoriented services internal external when making decisions and taking actions demonstrate effective written and oral communication skills demonstrate substantive and technical knowledge to meet responsibilities and post requirements with excellence use ict and webbased management systems effectively as a tool and resource,"[{'skill_id': 'KS1258Q68HBR11WD9DX5', 'doc_node_value': 'international organization', 'score': 1, 'doc_node_id': [45, 46]}, {'skill_id': 'KS4418H63Z3RP725L3BW', 'doc_node_value': 'technical documentation', 'score': 1, 'doc_node_id': [176, 177]}, {'skill_id': 'KS1264669X43NJFLT6SN', 'doc_node_value': 'management system', 'score': 1, 'doc_node_id': [522, 523]}, {'skill_id': 'ES95B6F9FEB492CE923D', 'score': 1, 'doc_node_value': 'Act', 'doc_node_id': [183]}]"
